Date,Confirmed,Deaths,Daily_New_Cases
2022-02-03,388720309,5744164,3194077.0
2022-02-04,391675874,5757335,2955565.0
2022-02-05,393779507,5765553,2103633.0
2022-02-06,395542316,5771531,1762809.0
2022-02-07,398516432,5782632,2974116.0
2022-02-08,401116122,5795427,2599690.0
2022-02-09,403549117,5808554,2432995.0
2022-02-10,406363391,5820436,2814274.0
2022-02-11,408788228,5832423,2424837.0
2022-02-12,410513339,5841073,1725111.0
2022-02-13,411919279,5846347,1405940.0
2022-02-14,413962163,5857576,2042884.0
2022-02-15,415832953,5868222,1870790.0
2022-02-16,418072759,5881335,2239806.0
2022-02-17,420135672,5893543,2062913.0
2022-02-18,422119106,5904181,1983434.0
2022-02-19,423596187,5912539,1477081.0
2022-02-20,424789720,5917919,1193533.0
2022-02-21,426495378,5925467,1705658.0
2022-02-22,428169102,5935518,1673724.0
2022-02-23,430086590,5947505,1917488.0
2022-02-24,431874501,5958316,1787911.0
2022-02-25,433528807,5967385,1654306.0
2022-02-26,434802795,5973927,1273988.0
2022-02-27,435854949,5978627,1052154.0
2022-02-28,437463827,5986294,1608878.0
2022-03-01,439062564,5994765,1598737.0
2022-03-02,440722439,6002946,1659875.0
2022-03-03,442497646,6011120,1775207.0
2022-03-04,444260070,6019817,1762424.0
2022-03-05,445550401,6025459,1290331.0
2022-03-06,446660147,6029686,1109746.0
2022-03-07,448401620,6037552,1741473.0
2022-03-08,449985919,6044438,1584299.0
2022-03-09,451976099,6052634,1990180.0
2022-03-10,453847080,6060159,1870981.0
2022-03-11,455719680,6066369,1872600.0
2022-03-12,457280387,6071102,1560707.0
2022-03-13,458418032,6074656,1137645.0
2022-03-14,460415942,6080255,1997910.0
2022-03-15,462225344,6085871,1809402.0
2022-03-16,464464205,6092759,2238861.0
2022-03-17,466542109,6099841,2077904.0
2022-03-18,468433636,6105602,1891527.0
2022-03-19,469913015,6109457,1479379.0
2022-03-20,470873843,6112784,960828.0
2022-03-21,472753728,6128916,1879885.0
2022-03-22,474730951,6133991,1977223.0
2022-03-23,476534854,6139975,1803903.0
2022-03-24,478319055,6145245,1784201.0
2022-03-25,480078626,6154420,1759571.0
2022-03-26,481203035,6157240,1124409.0
2022-03-27,482053796,6159875,850761.0
2022-03-28,483898093,6164157,1844297.0
2022-03-29,485649915,6168605,1751822.0
2022-03-30,487247590,6173509,1597675.0
2022-03-31,488810861,6178001,1563271.0
2022-04-01,490229883,6182878,1419022.0
2022-04-02,491102544,6185451,872661.0
2022-04-03,491795689,6187345,693145.0
2022-04-04,493029039,6190722,1233350.0
2022-04-05,494394436,6194890,1365397.0
2022-04-06,495614407,6199209,1219971.0
2022-04-07,496892754,6203530,1278347.0
2022-04-08,498067151,6207458,1174397.0
2022-04-09,498809406,6209802,742255.0
2022-04-10,499371019,6211574,561613.0
2022-04-11,500357346,6214427,986327.0
2022-04-12,501476932,6217706,1119586.0
2022-04-13,502551958,6221772,1075026.0
2022-04-14,503514561,6225333,962603.0
2022-04-15,504173546,6227807,658985.0
2022-04-16,504728004,6229417,554458.0
2022-04-17,505135766,6230953,407762.0
2022-04-18,505593027,6232516,457261.0
2022-04-19,506611148,6235533,1018121.0
2022-04-20,507572864,6239694,961716.0
2022-04-21,508494564,6242784,921700.0
2022-04-22,509326073,6245549,831509.0
2022-04-23,509804848,6247151,478775.0
2022-04-24,510170201,6248317,365353.0
2022-04-25,510807207,6250454,637006.0
2022-04-26,511586152,6254734,778945.0
2022-04-27,512270545,6257861,684393.0
2022-04-28,513029820,6260860,759275.0
2022-04-29,513674263,6263399,644443.0
2022-04-30,514028003,6264863,353740.0
2022-05-01,514337424,6266066,309421.0
2022-05-02,514784854,6267807,447430.0
2022-05-03,515456909,6270002,672055.0
2022-05-04,516084404,6273723,627495.0
2022-05-05,516684038,6275963,599634.0
2022-05-06,517314925,6278096,630887.0
2022-05-07,517654258,6279250,339333.0
2022-05-08,517933111,6280091,278853.0
2022-05-09,518623538,6281977,690427.0
2022-05-10,519264799,6283976,641261.0
2022-05-11,519959508,6286202,694709.0
2022-05-12,520612153,6288197,652645.0
2022-05-13,521185114,6290079,572961.0
2022-05-14,521623840,6291043,438726.0
2022-05-15,521997492,6291822,373652.0
2022-05-16,522587922,6293400,590430.0
2022-05-17,523196288,6295253,608366.0
2022-05-18,523956899,6297614,760611.0
2022-05-19,524552967,6299347,596068.0
2022-05-20,525179079,6301345,626112.0
2022-05-21,525546242,6302438,367163.0
2022-05-22,525862056,6303048,315814.0
2022-05-23,526355204,6304610,493148.0
2022-05-24,526949796,6306262,594592.0
2022-05-25,527593755,6308875,643959.0
2022-05-26,528096493,6310309,502738.0
2022-05-27,528666149,6312283,569656.0
2022-05-28,528995178,6313120,329029.0
2022-05-29,529271873,6313739,276695.0
2022-05-30,529616224,6314848,344351.0
2022-05-31,530241569,6316371,625345.0
2022-06-01,530939976,6318382,698407.0
2022-06-02,531470716,6320070,530740.0
2022-06-03,532014270,6321601,543554.0
2022-06-04,532267351,6322293,253081.0
2022-06-05,532530338,6323106,262987.0
2022-06-06,532965247,6324071,434909.0
2022-06-07,533576907,6326085,611660.0
2022-06-08,534283486,6328655,706579.0
2022-06-09,534848531,6330211,565045.0
2022-06-10,535405294,6331910,556763.0
2022-06-11,535689085,6332832,283791.0
2022-06-12,535887333,6333409,198248.0
2022-06-13,536415150,6335097,527817.0
2022-06-14,537272203,6336934,857053.0
2022-06-15,537994296,6338929,722093.0
2022-06-16,538577138,6340792,582842.0
2022-06-17,539110151,6342051,533013.0
2022-06-18,539338742,6342696,228591.0
2022-06-19,539607241,6343376,268499.0
2022-06-20,540362445,6344898,755204.0
2022-06-21,541178509,6346630,816064.0
2022-06-22,541984328,6348658,805819.0
2022-06-23,542767959,6350472,783631.0
2022-06-24,543545293,6352244,777334.0
2022-06-25,543862216,6353044,316923.0
2022-06-26,544148980,6353707,286764.0
2022-06-27,545021364,6355178,872384.0
2022-06-28,545963319,6357110,941955.0
2022-06-29,546896134,6358937,932815.0
2022-06-30,547974317,6360329,1078183.0
2022-07-01,548925491,6362195,951174.0
2022-07-02,549284928,6363030,359437.0
2022-07-03,549643412,6363765,358484.0
2022-07-04,550495502,6364917,852090.0
2022-07-05,551700794,6367127,1205292.0
2022-07-06,552926114,6369463,1225320.0
2022-07-07,553979237,6372169,1053123.0
2022-07-08,554985885,6374458,1006648.0
2022-07-09,555489725,6375501,503840.0
2022-07-10,555912593,6376347,422868.0
2022-07-11,556965871,6378130,1053278.0
2022-07-12,558188894,6380590,1223023.0
2022-07-13,559615969,6383201,1427075.0
2022-07-14,560618337,6385278,1002368.0
2022-07-15,561620875,6387586,1002538.0
2022-07-16,562173878,6388670,553003.0
2022-07-17,562633320,6389656,459442.0
2022-07-18,563831363,6391734,1198043.0
2022-07-19,565376142,6394813,1544779.0
2022-07-20,566978238,6397714,1602096.0
2022-07-21,568132310,6400258,1154072.0
2022-07-22,569227609,6403118,1095299.0
2022-07-23,569864429,6404405,636820.0
2022-07-24,570415520,6405438,551091.0
2022-07-25,571389219,6407386,973699.0
2022-07-26,572585879,6410303,1196660.0
2022-07-27,574012504,6413653,1426625.0
2022-07-28,575128637,6416416,1116133.0
2022-07-29,576504042,6419438,1375405.0
2022-07-30,577080293,6420533,576251.0
2022-07-31,577625050,6421448,544757.0
2022-08-01,578498268,6423883,873218.0
2022-08-02,579688847,6426763,1190579.0
2022-08-03,580844327,6429907,1155480.0
2022-08-04,582298507,6433081,1454180.0
2022-08-05,583199840,6436031,901333.0
2022-08-06,584378161,6437762,1178321.0
2022-08-07,584876085,6438704,497924.0
2022-08-08,585692322,6441006,816237.0
2022-08-09,586732558,6444566,1040236.0
2022-08-10,587759595,6447272,1027037.0
2022-08-11,588765069,6450479,1005474.0
2022-08-12,589518048,6453293,752979.0
2022-08-13,590154612,6454777,636564.0
2022-08-14,590615366,6455771,460754.0
2022-08-15,591470649,6458166,855283.0
2022-08-16,592553956,6461602,1083307.0
2022-08-17,593544473,6464838,990517.0
2022-08-18,594489234,6467820,944761.0
2022-08-19,595290702,6470533,801468.0
2022-08-20,595865130,6471724,574428.0
2022-08-21,596349664,6473445,484534.0
2022-08-22,597060819,6474866,711155.0
2022-08-23,597949972,6477794,889153.0
2022-08-24,598834543,6480950,884571.0
2022-08-25,599699548,6483907,865005.0
2022-08-26,600401903,6486436,702355.0
2022-08-27,600854582,6487647,452679.0
2022-08-28,601260827,6488670,406245.0
2022-08-29,601837965,6490683,577138.0
2022-08-30,602585861,6493182,747896.0
2022-08-31,603339040,6496550,753179.0
2022-09-01,604018804,6499102,679764.0
2022-09-02,604676287,6501819,657483.0
2022-09-03,605052969,6502896,376682.0
2022-09-04,605423358,6504007,370389.0
2022-09-05,605881148,6505453,457790.0
2022-09-06,606554997,6507768,673849.0
2022-09-07,607171546,6509944,616549.0
2022-09-08,607755506,6512183,583960.0
2022-09-09,608281134,6514478,525628.0
2022-09-10,608594366,6515421,313232.0
2022-09-11,608908659,6516207,314293.0
2022-09-12,609393741,6517720,485082.0
2022-09-13,609942218,6519702,548477.0
2022-09-14,610640243,6522032,698025.0
2022-09-15,611251541,6524602,611298.0
2022-09-16,611707437,6526611,455896.0
2022-09-17,612002534,6527461,295097.0
2022-09-18,612257111,6528049,254577.0
2022-09-19,612673963,6529431,416852.0
2022-09-20,613227572,6531261,553609.0
2022-09-21,613745750,6533318,518178.0
2022-09-22,614365390,6535513,619640.0
2022-09-23,614883451,6537341,518061.0
2022-09-24,615148616,6538177,265165.0
2022-09-25,615371539,6538685,222923.0
2022-09-26,615794219,6540058,422680.0
2022-09-27,616393758,6541661,599539.0
2022-09-28,616943716,6544003,549958.0
2022-09-29,617587849,6546289,644133.0
2022-09-30,618060372,6547762,472523.0
2022-10-01,618301429,6548432,241057.0
2022-10-02,618502138,6548998,200709.0
2022-10-03,618822004,6550361,319866.0
2022-10-04,619422193,6551963,600189.0
2022-10-05,620005197,6554150,583004.0
2022-10-06,620645800,6556162,640603.0
2022-10-07,621221027,6557961,575227.0
2022-10-08,621440044,6558674,219017.0
2022-10-09,621658996,6559308,218952.0
2022-10-10,622112629,6560625,453633.0
2022-10-11,622802836,6562536,690207.0
2022-10-12,623353219,6564438,550383.0
2022-10-13,624016113,6566543,662894.0
2022-10-14,624494008,6568259,477895.0
2022-10-15,624712097,6569036,218089.0
2022-10-16,624904267,6569584,192170.0
2022-10-17,625380762,6571344,476495.0
2022-10-18,626009472,6573191,628710.0
2022-10-19,626536431,6575434,526959.0
2022-10-20,627131819,6577637,595388.0
2022-10-21,627563033,6579639,431214.0
2022-10-22,627745374,6580259,182341.0
2022-10-23,627906174,6580853,160800.0
2022-10-24,628292158,6582173,385984.0
2022-10-25,628887107,6584353,594949.0
2022-10-26,629354131,6586858,467024.0
2022-10-27,629825004,6588984,470873.0
2022-10-28,630188852,6590467,363848.0
2022-10-29,630387961,6591138,199109.0
2022-10-30,630555274,6591741,167313.0
2022-10-31,630855587,6592962,300313.0
2022-11-01,631257223,6595764,401636.0
2022-11-02,631605553,6597350,348330.0
2022-11-03,632099160,6599695,493607.0
2022-11-04,632543650,6601673,444490.0
2022-11-05,632744972,6602286,201322.0
2022-11-06,632931615,6602830,186643.0
2022-11-07,633236212,6603974,304597.0
2022-11-08,633687028,6605250,450816.0
2022-11-09,634121053,6607365,434025.0
2022-11-10,634581453,6609457,460400.0
2022-11-11,635069827,6611165,488374.0
2022-11-12,635312334,6611612,242507.0
2022-11-13,635495843,6612117,183509.0
2022-11-14,635842682,6613462,346839.0
2022-11-15,636346431,6614527,503749.0
2022-11-16,636832747,6616833,486316.0
2022-11-17,637312096,6618875,479349.0
2022-11-18,637942820,6621234,630724.0
2022-11-19,638190175,6621728,247355.0
2022-11-20,638412606,6622317,222431.0
2022-11-21,638754188,6623443,341582.0
2022-11-22,639328415,6625184,574227.0
2022-11-23,639919189,6627291,590774.0
2022-11-24,640339580,6628690,420391.0
2022-11-25,641037771,6630892,698191.0
2022-11-26,641308397,6631404,270626.0
2022-11-27,641571858,6631994,263461.0
2022-11-28,641977647,6633172,405789.0
2022-11-29,642708342,6634772,730695.0
2022-11-30,643244123,6636401,535781.0
2022-12-01,643950364,6638794,706241.0
2022-12-02,644711955,6641139,761591.0
2022-12-03,645011864,6641748,299909.0
2022-12-04,645269011,6642384,257147.0
2022-12-05,645774500,6643774,505489.0
2022-12-06,646399010,6645516,624510.0
2022-12-07,647032502,6647694,633492.0
2022-12-08,647841604,6650703,809102.0
2022-12-09,648512056,6652882,670452.0
2022-12-10,648786733,6653491,274677.0
2022-12-11,649085967,6654152,299234.0
2022-12-12,649658720,6655818,572753.0
2022-12-13,650436793,6657780,778073.0
2022-12-14,651122541,6660233,685748.0
2022-12-15,651873247,6663038,750706.0
2022-12-16,652605304,6665736,732057.0
2022-12-17,652905777,6666547,300473.0
2022-12-18,653189501,6667338,283724.0
2022-12-19,653775912,6669159,586411.0
2022-12-20,654484792,6671373,708880.0
2022-12-21,655205564,6673938,720772.0
2022-12-22,655963530,6676603,757966.0
2022-12-23,656604975,6679286,641445.0
2022-12-24,656949354,6680275,344379.0
2022-12-25,657135648,6681140,186294.0
2022-12-26,657655053,6682247,519405.0
2022-12-27,658309208,6684351,654155.0
2022-12-28,658946340,6687147,637132.0
2022-12-29,659617625,6690067,671285.0
2022-12-30,660199728,6692483,582103.0
2022-12-31,660463792,6693376,264064.0
2023-01-01,660778387,6694422,314595.0
2023-01-02,661198108,6695785,419721.0
2023-01-03,661660893,6698027,462785.0
2023-01-04,662231345,6700950,570452.0
2023-01-05,662966595,6704613,735250.0
2023-01-06,663685449,6707751,718854.0
2023-01-07,664042494,6708702,357045.0
2023-01-08,664369944,6709761,327450.0
2023-01-09,664718936,6711921,348992.0
2023-01-10,665113877,6714281,394941.0
2023-01-11,665620426,6717557,506549.0
2023-01-12,666097539,6720999,477113.0
2023-01-13,666533383,6723980,435844.0
2023-01-14,666754735,6724994,221352.0
2023-01-15,666951599,6785897,196864.0
2023-01-16,667166217,6787220,214618.0
2023-01-17,667518310,6789239,352093.0
2023-01-18,667896028,6792400,377718.0
2023-01-19,668220526,6796012,324498.0
2023-01-20,668562246,6799459,341720.0
2023-01-21,668715650,6812953,153404.0
2023-01-22,668830077,6813633,114427.0
2023-01-23,669001131,6815188,171054.0
2023-01-24,669272951,6817236,271820.0
2023-01-25,669567171,6819539,294220.0
2023-01-26,669848920,6822660,281749.0
2023-01-27,670086844,6824464,237924.0
2023-01-28,670220207,6831519,133363.0
2023-01-29,670344054,6832256,123847.0
2023-01-30,670503932,6833468,159878.0
2023-01-31,670734589,6835338,230657.0
2023-02-01,671032404,6838027,297815.0
2023-02-02,671291489,6840771,259085.0
2023-02-03,671529548,6843097,238059.0
2023-02-04,671632287,6847046,102739.0
2023-02-05,671721476,6847646,89189.0
2023-02-06,671867463,6848667,145987.0
2023-02-07,672065240,6849942,197777.0
2023-02-08,672295338,6851942,230098.0
2023-02-09,672554241,6854280,258903.0
2023-02-10,672696324,6855413,142083.0
2023-02-11,672828531,6856046,132207.0
2023-02-12,672906177,6856419,77646.0
2023-02-13,673044131,6857217,137954.0
2023-02-14,673237731,6858411,193600.0
2023-02-15,673477639,6859933,239908.0
2023-02-16,673685532,6862019,207893.0
2023-02-17,673878833,6863873,193301.0
2023-02-18,673969796,6864248,90963.0
2023-02-19,674056229,6864711,86433.0
2023-02-20,674143589,6865287,87360.0
2023-02-21,674323721,6866088,180132.0
2023-02-22,674569824,6867909,246103.0
2023-02-23,674790916,6869817,221092.0
2023-02-24,674933342,6870806,142426.0
2023-02-25,674978793,6871024,45451.0
2023-02-26,675044414,6871268,65621.0
2023-02-27,675171439,6871808,127025.0
2023-02-28,675322238,6872682,150799.0
2023-03-01,675542852,6874463,220614.0
2023-03-02,675731911,6876031,189059.0
2023-03-03,675914580,6877325,182669.0
2023-03-04,675968775,6877601,54195.0
2023-03-05,676024901,6877749,56126.0
2023-03-06,676082941,6878115,58040.0
2023-03-07,676213378,6879038,130437.0
2023-03-08,676392824,6880483,179446.0
2023-03-09,676570149,6881802,177325.0
